,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_head_rdm_corr,same_head_rdm_std,same_modifier_rdm_corr,same_modifier_rdm_std
0,openai-community/gpt2,1,final_verb,0.174122574008459,0.6001617696367281,,,,
1,openai-community/gpt2,1,final_verb,0.174122574008459,0.6001617696367281,0.0922851448191247,0.5795560037195908,,
2,openai-community/gpt2,1,final_verb,0.174122574008459,0.6001617696367281,0.0922851448191247,0.5795560037195908,-0.010482904222065631,0.5341111533226827
3,openai-community/gpt2,1,final_noun,0.09585144756340405,0.5715293809887058,,,,
4,openai-community/gpt2,1,final_noun,0.09585144756340405,0.5715293809887058,0.11913431424716996,0.6068830325267435,,
5,openai-community/gpt2,1,final_noun,0.09585144756340405,0.5715293809887058,0.11913431424716996,0.6068830325267435,0.027386127875258303,0.5605800567269583
6,openai-community/gpt2,1,final_word,0.15062370331392066,0.4543997872652083,,,,
7,openai-community/gpt2,1,final_word,0.15062370331392066,0.4543997872652083,-0.08421001422152108,0.40361946621144423,,
8,openai-community/gpt2,1,final_word,0.15062370331392066,0.4543997872652083,-0.08421001422152108,0.40361946621144423,0.013693063937629146,0.48543365492447393
9,openai-community/gpt2,2,final_verb,0.13304338219557155,0.5247020859180793,,,,
10,openai-community/gpt2,2,final_verb,0.13304338219557155,0.5247020859180793,0.05577030765211364,0.5519281796750652,,
11,openai-community/gpt2,2,final_verb,0.13304338219557155,0.5247020859180793,0.05577030765211364,0.5519281796750652,-0.11546306107722244,0.595443445602765
12,openai-community/gpt2,2,final_noun,0.1825741858350553,0.5431390245600106,,,,
13,openai-community/gpt2,2,final_noun,0.1825741858350553,0.5431390245600106,0.1145699596012936,0.590373094766034,,
14,openai-community/gpt2,2,final_noun,0.1825741858350553,0.5431390245600106,0.1145699596012936,0.590373094766034,0.027386127875258313,0.5895619843013398
15,openai-community/gpt2,2,final_word,0.1049801568551568,0.49140529776007363,,,,
16,openai-community/gpt2,2,final_word,0.1049801568551568,0.49140529776007363,0.02114662386262845,0.5189171827193957,,
17,openai-community/gpt2,2,final_word,0.1049801568551568,0.49140529776007363,0.02114662386262845,0.5189171827193957,0.0821583836257749,0.5399845676807192
18,openai-community/gpt2,3,final_verb,0.16499386471670624,0.5211748060411199,,,,
19,openai-community/gpt2,3,final_verb,0.16499386471670624,0.5211748060411199,0.03294853442273171,0.56197518048496,,
